District,Pincode,Month,Avg_Min_Temp_C,Avg_Max_Temp_C,Avg_Rainfall_mm,Avg_Humidity_Percent,Avg_Sunlight_Hours,Year_Recorded
DUNGARPUR,314038,1,16.2,38.0,47.0,30.1,6.0,2024
DUNGARPUR,314038,2,16.3,43.2,132.3,65.0,10.6,2024
DUNGARPUR,314038,3,21.8,33.3,114.7,56.4,7.7,2024
DUNGARPUR,314038,4,12.9,31.3,67.0,22.0,11.3,2024
DUNGARPUR,314038,5,22.3,32.8,68.7,47.9,7.1,2024
DUNGARPUR,314038,6,19.7,33.7,79.6,74.9,9.5,2024
DUNGARPUR,314038,7,16.3,26.5,58.2,58.9,6.7,2024
DUNGARPUR,314038,8,16.9,35.0,142.0,39.7,8.4,2024
DUNGARPUR,314038,9,13.8,34.9,130.3,85.0,11.3,2024
DUNGARPUR,314038,10,21.3,36.8,88.2,36.6,9.7,2024
DUNGARPUR,314038,11,17.7,32.3,79.6,37.7,10.1,2024
DUNGARPUR,314038,12,14.8,37.3,73.0,44.8,7.4,2024
DUNGARPUR,314034,1,18.9,42.6,56.7,82.6,11.5,2024
DUNGARPUR,314034,2,24.9,44.1,17.1,55.5,9.7,2024
DUNGARPUR,314034,3,16.5,36.7,53.6,67.8,6.6,2024
DUNGARPUR,314034,4,23.8,25.9,64.2,88.3,6.1,2024
DUNGARPUR,314034,5,15.2,44.4,109.5,74.8,6.1,2024
DUNGARPUR,314034,6,10.8,39.1,154.8,32.1,6.3,2024
DUNGARPUR,314034,7,13.1,31.7,79.1,75.2,11.5,2024
DUNGARPUR,314034,8,16.3,27.9,189.0,72.4,8.2,2024
DUNGARPUR,314034,9,13.3,27.9,165.5,36.3,7.8,2024
DUNGARPUR,314034,10,10.0,28.4,197.0,42.8,8.5,2024
DUNGARPUR,314034,11,23.7,25.9,175.2,69.7,8.5,2024
DUNGARPUR,314034,12,22.7,43.0,123.3,36.7,7.4,2024
DUNGARPUR,314022,1,21.1,35.8,119.7,34.6,6.6,2024
DUNGARPUR,314022,2,12.5,39.0,25.9,69.2,6.7,2024
DUNGARPUR,314022,3,11.8,41.6,144.5,81.6,9.6,2024
DUNGARPUR,314022,4,11.0,40.8,120.0,25.3,8.4,2024
DUNGARPUR,314022,5,20.9,42.7,101.4,51.2,11.4,2024
DUNGARPUR,314022,6,23.9,44.3,138.7,62.5,8.8,2024
DUNGARPUR,314022,7,16.5,33.8,88.8,67.3,9.0,2024
DUNGARPUR,314022,8,11.8,44.0,104.8,89.7,11.6,2024
DUNGARPUR,314022,9,17.7,39.5,79.7,67.8,9.0,2024
DUNGARPUR,314022,10,15.2,26.4,143.5,63.4,9.0,2024
DUNGARPUR,314022,11,15.6,38.6,175.3,89.3,8.2,2024
DUNGARPUR,314022,12,19.3,38.7,168.2,24.2,10.3,2024
DUNGARPUR,314025,1,20.8,43.1,157.2,25.2,8.4,2024
DUNGARPUR,314025,2,11.7,32.5,2.8,59.2,9.5,2024
DUNGARPUR,314025,3,10.5,36.7,182.4,45.1,8.7,2024
DUNGARPUR,314025,4,24.9,25.2,55.0,26.8,9.2,2024
DUNGARPUR,314025,5,13.5,31.6,177.6,41.5,11.0,2024
DUNGARPUR,314025,6,10.8,26.2,39.4,67.2,8.5,2024
DUNGARPUR,314025,7,12.8,35.4,87.9,81.6,7.4,2024
DUNGARPUR,314025,8,10.6,41.3,149.9,26.6,9.4,2024
DUNGARPUR,314025,9,15.9,29.1,128.1,57.8,11.6,2024
DUNGARPUR,314025,10,22.0,35.5,83.2,40.7,10.2,2024
DUNGARPUR,314025,11,15.1,29.1,135.7,66.7,7.9,2024
DUNGARPUR,314025,12,16.7,27.4,109.8,58.5,11.8,2024
DUNGARPUR,314032,1,20.1,35.2,55.1,84.9,8.1,2024
DUNGARPUR,314032,2,17.6,26.6,129.3,22.6,11.9,2024
DUNGARPUR,314032,3,22.9,36.7,40.8,52.9,7.2,2024
DUNGARPUR,314032,4,23.0,25.6,138.8,33.5,12.0,2024
DUNGARPUR,314032,5,10.1,27.1,0.6,57.6,6.5,2024
DUNGARPUR,314032,6,21.7,36.0,109.8,79.8,10.3,2024
DUNGARPUR,314032,7,16.9,36.8,80.2,83.8,10.4,2024
DUNGARPUR,314032,8,24.8,25.6,60.6,47.9,10.1,2024
DUNGARPUR,314032,9,17.2,36.5,103.1,76.8,10.7,2024
DUNGARPUR,314032,10,24.8,41.8,129.1,39.6,8.8,2024
DUNGARPUR,314032,11,21.3,39.4,193.1,20.4,6.3,2024
DUNGARPUR,314032,12,13.7,27.6,166.6,79.9,8.1,2024
DUNGARPUR,314403,1,18.1,36.8,143.4,28.4,9.9,2024
DUNGARPUR,314403,2,24.9,38.4,95.8,21.2,9.9,2024
DUNGARPUR,314403,3,22.9,25.7,78.4,44.8,7.2,2024
DUNGARPUR,314403,4,11.5,42.1,6.5,46.6,7.5,2024
DUNGARPUR,314403,5,20.6,43.1,71.8,25.4,8.9,2024
DUNGARPUR,314403,6,15.2,42.0,169.7,77.0,10.4,2024
DUNGARPUR,314403,7,10.1,41.5,76.8,48.4,11.1,2024
DUNGARPUR,314403,8,16.1,39.9,92.3,54.3,6.5,2024
DUNGARPUR,314403,9,13.5,37.7,54.4,38.5,11.6,2024
DUNGARPUR,314403,10,22.3,38.6,54.8,55.8,11.6,2024
DUNGARPUR,314403,11,15.1,41.1,12.4,73.7,6.0,2024
DUNGARPUR,314403,12,22.4,38.2,122.8,83.4,9.0,2024
DUNGARPUR,314029,1,10.0,31.6,89.6,87.9,9.5,2024
DUNGARPUR,314029,2,14.6,32.5,121.2,49.9,9.3,2024
DUNGARPUR,314029,3,13.6,42.9,109.4,89.3,9.7,2024
DUNGARPUR,314029,4,13.5,25.3,159.8,40.6,9.0,2024
DUNGARPUR,314029,5,11.0,39.0,150.2,20.5,7.8,2024
DUNGARPUR,314029,6,12.8,44.1,154.3,73.7,6.6,2024
DUNGARPUR,314029,7,18.3,39.1,99.8,32.5,7.3,2024
DUNGARPUR,314029,8,14.4,44.9,70.8,23.7,10.4,2024
DUNGARPUR,314029,9,16.3,38.8,186.7,84.7,7.4,2024
DUNGARPUR,314029,10,15.7,25.7,10.9,75.4,11.0,2024
DUNGARPUR,314029,11,23.1,41.5,30.5,27.2,8.4,2024
DUNGARPUR,314029,12,23.6,30.7,83.9,74.4,8.5,2024
DUNGARPUR,314404,1,17.4,33.9,122.8,79.1,11.2,2024
DUNGARPUR,314404,2,15.0,31.2,1.6,83.4,7.3,2024
DUNGARPUR,314404,3,11.6,30.4,143.9,58.1,7.1,2024
DUNGARPUR,314404,4,24.3,33.6,111.7,69.2,11.9,2024
DUNGARPUR,314404,5,10.9,32.6,96.9,73.4,9.2,2024
DUNGARPUR,314404,6,14.5,37.7,84.7,68.2,7.1,2024
DUNGARPUR,314404,7,14.5,41.3,103.9,65.3,7.0,2024
DUNGARPUR,314404,8,14.8,30.9,32.4,58.3,11.2,2024
DUNGARPUR,314404,9,12.5,29.3,21.7,53.5,9.6,2024
DUNGARPUR,314404,10,21.7,38.3,57.9,89.7,6.7,2024
DUNGARPUR,314404,11,11.8,38.4,141.9,43.6,11.3,2024
DUNGARPUR,314404,12,19.5,43.0,117.7,26.2,8.7,2024
DUNGARPUR,314037,1,11.9,25.3,96.0,73.6,11.9,2024
DUNGARPUR,314037,2,11.1,42.1,114.3,35.0,7.7,2024
DUNGARPUR,314037,3,23.6,35.4,111.9,57.3,9.2,2024
DUNGARPUR,314037,4,12.9,37.4,61.4,26.7,7.0,2024
DUNGARPUR,314037,5,22.3,26.8,19.5,63.3,8.6,2024
DUNGARPUR,314037,6,18.2,33.7,179.4,86.1,7.1,2024
DUNGARPUR,314037,7,11.2,29.5,120.0,70.6,7.8,2024
DUNGARPUR,314037,8,24.3,30.1,139.5,35.0,7.6,2024
DUNGARPUR,314037,9,13.7,35.1,92.8,88.0,7.7,2024
DUNGARPUR,314037,10,22.9,41.2,151.3,41.5,11.8,2024
DUNGARPUR,314037,11,12.5,39.9,116.9,50.6,6.2,2024
DUNGARPUR,314037,12,22.8,36.8,10.8,54.9,9.0,2024
DUNGARPUR,314023,1,10.2,35.8,178.0,89.4,9.8,2024
DUNGARPUR,314023,2,17.7,33.5,61.1,24.8,10.0,2024
DUNGARPUR,314023,3,21.5,44.5,27.6,68.8,10.5,2024
DUNGARPUR,314023,4,24.0,36.2,17.6,45.3,10.6,2024
DUNGARPUR,314023,5,23.6,30.1,144.1,25.5,11.7,2024
DUNGARPUR,314023,6,22.3,29.6,140.8,85.5,10.5,2024
DUNGARPUR,314023,7,23.3,37.2,140.0,61.3,10.9,2024
DUNGARPUR,314023,8,13.0,35.5,183.2,72.7,9.2,2024
DUNGARPUR,314023,9,14.3,25.2,69.8,36.8,9.9,2024
DUNGARPUR,314023,10,14.3,41.6,112.2,73.3,8.9,2024
DUNGARPUR,314023,11,15.7,39.1,123.9,78.0,7.7,2024
DUNGARPUR,314023,12,15.9,38.2,195.9,50.2,7.9,2024
DUNGARPUR,314402,1,18.2,26.4,62.5,60.0,8.2,2024
DUNGARPUR,314402,2,12.4,32.2,191.3,88.0,8.0,2024
DUNGARPUR,314402,3,20.4,43.7,29.7,79.3,9.2,2024
DUNGARPUR,314402,4,12.5,42.3,152.8,51.1,7.5,2024
DUNGARPUR,314402,5,14.7,30.7,126.6,66.5,9.1,2024
DUNGARPUR,314402,6,17.6,28.1,163.4,74.9,11.5,2024
DUNGARPUR,314402,7,21.9,34.0,5.7,21.7,8.4,2024
DUNGARPUR,314402,8,21.1,32.1,15.6,61.2,7.3,2024
DUNGARPUR,314402,9,19.7,38.6,13.9,88.9,8.1,2024
DUNGARPUR,314402,10,12.3,44.3,118.6,86.3,11.3,2024
DUNGARPUR,314402,11,18.2,32.3,120.6,78.3,11.7,2024
DUNGARPUR,314402,12,11.3,26.2,181.2,27.4,11.3,2024
DUNGARPUR,314026,1,15.7,43.0,93.5,89.6,7.7,2024
DUNGARPUR,314026,2,16.2,25.8,13.6,62.7,8.3,2024
DUNGARPUR,314026,3,10.6,44.1,41.9,35.6,11.8,2024
DUNGARPUR,314026,4,14.1,38.3,1.6,67.2,7.9,2024
DUNGARPUR,314026,5,24.3,43.8,155.3,80.0,6.8,2024
DUNGARPUR,314026,6,24.3,29.0,163.1,27.9,7.7,2024
DUNGARPUR,314026,7,15.3,25.8,199.6,84.2,11.8,2024
DUNGARPUR,314026,8,10.6,34.8,82.4,84.4,8.5,2024
DUNGARPUR,314026,9,12.7,34.0,3.9,20.9,11.6,2024
DUNGARPUR,314026,10,15.9,31.6,46.9,83.0,6.6,2024
DUNGARPUR,314026,11,24.2,44.2,117.6,86.3,10.6,2024
DUNGARPUR,314026,12,12.1,41.5,192.4,22.6,6.6,2024
DUNGARPUR,314024,1,21.5,38.2,20.7,40.6,7.2,2024
DUNGARPUR,314024,2,11.6,28.3,24.3,46.1,9.7,2024
DUNGARPUR,314024,3,24.7,39.7,140.4,44.4,8.6,2024
DUNGARPUR,314024,4,15.7,39.5,133.4,73.1,10.0,2024
DUNGARPUR,314024,5,21.6,33.5,50.1,45.1,11.8,2024
DUNGARPUR,314024,6,15.1,43.5,162.6,87.0,6.3,2024
DUNGARPUR,314024,7,19.4,28.3,25.8,89.6,7.1,2024
DUNGARPUR,314024,8,12.9,30.3,185.1,42.2,9.8,2024
DUNGARPUR,314024,9,12.2,26.3,40.2,55.6,11.4,2024
DUNGARPUR,314024,10,24.1,40.9,16.3,59.0,10.8,2024
DUNGARPUR,314024,11,23.8,37.4,67.9,60.6,8.8,2024
DUNGARPUR,314024,12,23.3,31.3,37.6,46.2,10.5,2024
GANGANAGAR,335073,1,19.4,28.3,105.4,31.6,7.2,2024
GANGANAGAR,335073,2,22.1,25.8,137.4,23.8,6.1,2024
GANGANAGAR,335073,3,11.0,28.3,98.2,27.4,9.4,2024
GANGANAGAR,335073,4,15.0,34.1,132.1,83.1,10.9,2024
GANGANAGAR,335073,5,14.7,29.9,73.0,39.6,8.6,2024
GANGANAGAR,335073,6,19.5,30.2,5.6,25.4,9.4,2024
GANGANAGAR,335073,7,15.3,42.5,194.8,63.6,8.5,2024
GANGANAGAR,335073,8,12.2,35.3,163.9,25.3,9.1,2024
GANGANAGAR,335073,9,18.9,39.6,14.7,24.9,11.3,2024
GANGANAGAR,335073,10,22.2,25.7,89.8,63.5,8.9,2024
GANGANAGAR,335073,11,15.7,32.3,127.0,61.4,6.0,2024
GANGANAGAR,335073,12,12.0,34.6,38.1,22.9,10.8,2024
GANGANAGAR,335805,1,13.0,28.7,115.6,52.2,9.7,2024
GANGANAGAR,335805,2,13.6,27.4,106.7,50.5,10.4,2024
GANGANAGAR,335805,3,14.5,42.4,41.7,58.3,11.4,2024
GANGANAGAR,335805,4,19.6,43.8,28.2,71.6,7.7,2024
GANGANAGAR,335805,5,19.0,26.6,151.8,39.8,9.0,2024
GANGANAGAR,335805,6,20.4,32.0,64.5,50.3,9.6,2024
GANGANAGAR,335805,7,15.4,44.2,48.8,75.5,8.1,2024
GANGANAGAR,335805,8,22.4,26.7,147.6,84.6,11.1,2024
GANGANAGAR,335805,9,13.1,37.9,147.2,82.4,10.2,2024
GANGANAGAR,335805,10,17.0,44.4,55.3,53.4,10.4,2024
GANGANAGAR,335805,11,22.0,44.6,174.5,56.5,10.8,2024
GANGANAGAR,335805,12,12.7,34.4,137.7,57.0,7.5,2024
GANGANAGAR,335804,1,11.6,28.3,69.2,80.8,10.5,2024
GANGANAGAR,335804,2,23.3,29.0,85.5,78.8,10.6,2024
GANGANAGAR,335804,3,15.1,42.8,145.3,41.8,11.1,2024
GANGANAGAR,335804,4,20.3,43.2,42.3,31.4,8.9,2024
GANGANAGAR,335804,5,10.4,37.2,93.8,46.5,9.0,2024
GANGANAGAR,335804,6,20.4,40.3,130.7,40.2,6.6,2024
GANGANAGAR,335804,7,14.7,39.8,107.9,86.6,11.1,2024
GANGANAGAR,335804,8,10.8,38.2,121.7,38.6,9.2,2024
GANGANAGAR,335804,9,19.1,41.5,109.2,32.7,9.6,2024
GANGANAGAR,335804,10,13.6,38.7,39.8,83.0,6.7,2024
GANGANAGAR,335804,11,15.8,35.7,82.0,26.1,9.6,2024
GANGANAGAR,335804,12,11.2,29.7,106.4,38.2,6.3,2024
GANGANAGAR,335702,1,12.2,39.9,156.0,50.7,11.5,2024
GANGANAGAR,335702,2,14.5,34.5,130.8,61.7,11.2,2024
GANGANAGAR,335702,3,11.3,30.9,85.3,42.9,7.2,2024
GANGANAGAR,335702,4,23.7,41.0,194.9,54.7,9.6,2024
GANGANAGAR,335702,5,10.1,38.9,21.6,33.9,9.6,2024
GANGANAGAR,335702,6,17.3,43.7,41.4,60.2,10.8,2024
GANGANAGAR,335702,7,11.8,28.3,68.3,48.5,10.5,2024
GANGANAGAR,335702,8,14.6,38.0,45.7,79.4,12.0,2024
GANGANAGAR,335702,9,23.9,29.9,125.1,49.1,8.1,2024
GANGANAGAR,335702,10,12.4,43.1,7.9,51.1,6.7,2024
GANGANAGAR,335702,11,24.5,27.0,35.5,61.5,9.4,2024
GANGANAGAR,335702,12,13.1,38.1,58.7,28.6,10.6,2024
GANGANAGAR,335002,1,21.1,40.8,136.7,31.0,7.7,2024
GANGANAGAR,335002,2,18.2,32.1,175.2,75.3,7.4,2024
GANGANAGAR,335002,3,23.3,44.1,159.7,39.1,10.8,2024
GANGANAGAR,335002,4,18.3,42.0,36.4,67.9,10.5,2024
GANGANAGAR,335002,5,18.0,30.9,113.1,26.8,7.2,2024
GANGANAGAR,335002,6,12.9,25.2,6.0,77.5,11.2,2024
GANGANAGAR,335002,7,12.5,30.9,62.1,89.2,6.8,2024
GANGANAGAR,335002,8,23.7,30.6,161.2,46.2,6.7,2024
GANGANAGAR,335002,9,14.9,42.8,91.3,55.4,8.1,2024
GANGANAGAR,335002,10,15.6,44.3,30.0,51.0,11.3,2024
GANGANAGAR,335002,11,21.4,26.4,87.7,82.6,10.2,2024
GANGANAGAR,335002,12,15.1,34.4,39.6,20.7,8.4,2024
GANGANAGAR,335708,1,24.3,36.0,78.6,65.7,6.9,2024
GANGANAGAR,335708,2,21.1,26.9,97.6,65.7,10.3,2024
GANGANAGAR,335708,3,19.0,32.5,69.9,46.8,9.6,2024
GANGANAGAR,335708,4,23.2,31.3,187.4,35.4,11.9,2024
GANGANAGAR,335708,5,10.7,35.7,112.5,36.8,10.6,2024
GANGANAGAR,335708,6,13.9,38.2,168.6,76.0,6.6,2024
GANGANAGAR,335708,7,17.0,39.1,152.1,24.6,10.4,2024
GANGANAGAR,335708,8,13.4,27.7,132.2,59.5,7.5,2024
GANGANAGAR,335708,9,21.2,41.3,99.4,41.5,11.8,2024
GANGANAGAR,335708,10,23.8,38.6,0.4,38.6,6.1,2024
GANGANAGAR,335708,11,16.4,42.8,122.7,55.4,7.4,2024
GANGANAGAR,335708,12,15.1,34.0,71.2,82.9,9.0,2024
GANGANAGAR,335001,1,24.4,42.9,23.6,63.3,6.5,2024
GANGANAGAR,335001,2,16.7,42.3,88.9,75.2,8.1,2024
GANGANAGAR,335001,3,17.3,33.8,147.1,62.0,9.0,2024
GANGANAGAR,335001,4,15.3,32.6,192.3,68.8,8.7,2024
GANGANAGAR,335001,5,23.6,43.7,74.8,50.3,8.8,2024
GANGANAGAR,335001,6,18.5,39.3,108.5,84.8,11.3,2024
GANGANAGAR,335001,7,21.4,43.6,170.2,55.1,9.0,2024
GANGANAGAR,335001,8,22.2,40.9,66.8,58.6,11.6,2024
GANGANAGAR,335001,9,15.1,37.2,28.5,56.7,6.9,2024
GANGANAGAR,335001,10,16.5,27.3,56.4,42.1,7.7,2024
GANGANAGAR,335001,11,22.7,30.8,179.8,36.2,9.9,2024
GANGANAGAR,335001,12,15.4,44.4,31.9,25.2,7.7,2024
GANGANAGAR,335701,1,21.9,31.4,65.8,70.3,8.1,2024
GANGANAGAR,335701,2,24.1,26.9,92.9,40.2,11.4,2024
GANGANAGAR,335701,3,19.3,39.2,169.4,47.2,9.2,2024
GANGANAGAR,335701,4,21.1,39.7,187.5,84.4,8.0,2024
GANGANAGAR,335701,5,22.1,30.7,85.2,59.7,10.7,2024
GANGANAGAR,335701,6,22.7,31.0,186.4,26.8,6.4,2024
GANGANAGAR,335701,7,15.9,34.4,32.3,76.0,9.4,2024
GANGANAGAR,335701,8,10.8,25.4,31.4,37.9,6.6,2024
GANGANAGAR,335701,9,16.0,40.8,189.9,58.7,7.1,2024
GANGANAGAR,335701,10,20.1,31.3,101.9,55.7,6.4,2024
GANGANAGAR,335701,11,16.8,42.1,37.2,36.7,11.4,2024
GANGANAGAR,335701,12,21.2,41.1,97.6,28.1,6.3,2024
GANGANAGAR,335021,1,15.4,38.2,156.6,34.8,9.1,2024
GANGANAGAR,335021,2,19.5,31.5,165.4,26.8,7.3,2024
GANGANAGAR,335021,3,12.8,35.3,172.8,39.3,8.3,2024
GANGANAGAR,335021,4,21.2,33.9,113.9,89.8,9.0,2024
GANGANAGAR,335021,5,18.2,31.8,173.4,48.1,8.7,2024
GANGANAGAR,335021,6,13.1,42.0,102.0,80.5,10.5,2024
GANGANAGAR,335021,7,14.4,34.7,121.4,58.4,11.5,2024
GANGANAGAR,335021,8,21.2,41.7,151.7,66.7,7.8,2024
GANGANAGAR,335021,9,17.2,27.1,85.1,30.9,6.1,2024
GANGANAGAR,335021,10,13.2,27.8,14.7,39.2,11.4,2024
GANGANAGAR,335021,11,24.5,44.5,70.0,55.7,11.9,2024
GANGANAGAR,335021,12,20.7,36.8,124.8,81.7,8.6,2024
GANGANAGAR,335022,1,24.4,35.2,38.5,23.0,8.7,2024
GANGANAGAR,335022,2,16.4,35.5,29.7,55.5,6.9,2024
GANGANAGAR,335022,3,17.1,29.3,58.6,23.6,8.9,2024
GANGANAGAR,335022,4,23.5,39.4,6.4,52.0,7.8,2024
GANGANAGAR,335022,5,17.9,26.7,148.7,64.0,12.0,2024
GANGANAGAR,335022,6,20.6,36.5,51.7,72.1,7.1,2024
GANGANAGAR,335022,7,13.8,36.4,24.8,29.7,8.3,2024
GANGANAGAR,335022,8,16.7,43.3,139.8,31.7,9.7,2024
GANGANAGAR,335022,9,11.9,35.5,168.6,52.9,8.1,2024
GANGANAGAR,335022,10,13.1,27.7,4.0,89.9,8.8,2024
GANGANAGAR,335022,11,10.0,36.5,46.7,44.9,11.8,2024
GANGANAGAR,335022,12,10.6,26.8,189.0,49.9,9.0,2024
GANGANAGAR,335024,1,24.7,29.1,77.1,50.3,11.5,2024
GANGANAGAR,335024,2,13.6,25.6,187.7,25.6,6.3,2024
GANGANAGAR,335024,3,19.9,35.3,54.8,74.2,6.7,2024
GANGANAGAR,335024,4,22.6,26.7,43.6,37.7,11.7,2024
GANGANAGAR,335024,5,18.3,34.4,42.8,69.3,6.8,2024
GANGANAGAR,335024,6,12.3,43.7,17.0,53.3,10.4,2024
GANGANAGAR,335024,7,20.9,39.4,179.3,62.8,8.7,2024
GANGANAGAR,335024,8,19.0,26.5,196.0,23.8,8.4,2024
GANGANAGAR,335024,9,21.0,29.5,190.9,82.3,10.0,2024
GANGANAGAR,335024,10,21.5,38.5,170.4,37.1,10.4,2024
GANGANAGAR,335024,11,24.6,42.9,169.4,66.9,11.6,2024
GANGANAGAR,335024,12,18.6,25.7,132.2,75.9,7.5,2024
GANGANAGAR,335025,1,15.1,41.2,165.2,57.8,10.2,2024
GANGANAGAR,335025,2,19.7,36.2,41.7,43.6,8.1,2024
GANGANAGAR,335025,3,11.0,35.9,77.6,88.5,10.3,2024
GANGANAGAR,335025,4,23.5,44.2,128.2,39.5,6.9,2024
GANGANAGAR,335025,5,11.8,40.0,175.0,86.4,8.7,2024
GANGANAGAR,335025,6,14.9,42.0,132.1,30.9,7.1,2024
GANGANAGAR,335025,7,22.2,32.1,167.8,47.2,8.0,2024
GANGANAGAR,335025,8,19.0,36.1,94.8,29.7,10.3,2024
GANGANAGAR,335025,9,15.9,37.3,143.5,20.2,7.4,2024
GANGANAGAR,335025,10,17.1,31.4,196.0,38.2,10.1,2024
GANGANAGAR,335025,11,22.8,36.4,30.7,26.1,9.0,2024
GANGANAGAR,335025,12,15.1,29.7,185.4,89.0,6.6,2024
GANGANAGAR,335707,1,23.0,27.9,104.5,73.3,8.3,2024
GANGANAGAR,335707,2,11.3,32.5,128.6,20.3,11.2,2024
GANGANAGAR,335707,3,21.7,39.8,175.6,35.7,11.9,2024
GANGANAGAR,335707,4,22.7,43.3,81.9,66.9,8.2,2024
GANGANAGAR,335707,5,12.7,34.2,83.7,47.9,6.3,2024
GANGANAGAR,335707,6,16.5,37.9,105.4,78.2,6.8,2024
GANGANAGAR,335707,7,12.5,27.1,3.8,55.3,10.7,2024
GANGANAGAR,335707,8,20.6,43.1,99.3,65.8,9.9,2024
GANGANAGAR,335707,9,18.0,36.4,58.2,61.8,7.7,2024
GANGANAGAR,335707,10,19.5,40.6,185.6,64.7,8.3,2024
GANGANAGAR,335707,11,12.9,40.9,17.5,36.1,10.9,2024
GANGANAGAR,335707,12,13.2,30.1,91.9,46.1,8.5,2024
GANGANAGAR,335901,1,10.6,35.6,189.5,23.5,10.5,2024
GANGANAGAR,335901,2,14.8,44.2,180.2,61.1,7.8,2024
GANGANAGAR,335901,3,18.4,26.8,140.3,52.1,10.3,2024
GANGANAGAR,335901,4,22.9,38.7,117.9,73.3,8.8,2024
GANGANAGAR,335901,5,20.0,44.2,56.1,34.4,9.3,2024
GANGANAGAR,335901,6,16.5,31.0,73.4,50.6,9.6,2024
GANGANAGAR,335901,7,24.3,42.2,18.0,32.7,8.7,2024
GANGANAGAR,335901,8,20.8,43.7,157.2,63.0,8.8,2024
GANGANAGAR,335901,9,24.0,39.9,64.8,79.4,7.6,2024
GANGANAGAR,335901,10,17.9,29.6,133.6,73.6,11.9,2024
GANGANAGAR,335901,11,13.9,31.7,71.5,86.1,11.4,2024
GANGANAGAR,335901,12,10.8,25.7,92.9,88.0,9.2,2024
GANGANAGAR,335027,1,20.9,41.6,111.0,74.0,6.2,2024
GANGANAGAR,335027,2,11.8,42.0,160.4,40.1,7.0,2024
GANGANAGAR,335027,3,14.5,37.7,42.2,35.3,11.1,2024
GANGANAGAR,335027,4,18.0,32.1,79.8,51.3,11.6,2024
GANGANAGAR,335027,5,18.5,26.5,26.0,89.6,7.0,2024
GANGANAGAR,335027,6,19.0,40.1,15.2,48.9,10.4,2024
GANGANAGAR,335027,7,12.5,39.5,120.9,33.9,9.7,2024
GANGANAGAR,335027,8,15.7,43.3,37.8,86.1,7.8,2024
GANGANAGAR,335027,9,19.3,39.6,12.0,47.0,8.6,2024
GANGANAGAR,335027,10,24.5,41.6,179.4,68.4,10.1,2024
GANGANAGAR,335027,11,20.9,39.9,106.9,75.2,6.6,2024
GANGANAGAR,335027,12,23.8,37.6,26.9,79.0,7.1,2024
GANGANAGAR,335711,1,21.4,33.5,10.7,77.5,6.2,2024
GANGANAGAR,335711,2,18.9,43.0,24.0,78.5,11.4,2024
GANGANAGAR,335711,3,12.9,38.0,94.3,66.7,9.4,2024
GANGANAGAR,335711,4,20.0,33.0,133.7,48.3,9.1,2024
GANGANAGAR,335711,5,19.4,26.7,128.3,66.7,10.2,2024
GANGANAGAR,335711,6,19.0,30.8,28.9,78.6,11.9,2024
GANGANAGAR,335711,7,17.3,35.9,126.7,44.5,7.0,2024
GANGANAGAR,335711,8,17.9,30.5,81.0,40.8,6.8,2024
GANGANAGAR,335711,9,15.0,29.4,92.9,44.1,7.8,2024
GANGANAGAR,335711,10,17.8,35.5,160.3,58.6,11.4,2024
GANGANAGAR,335711,11,13.0,28.4,66.5,23.7,8.5,2024
GANGANAGAR,335711,12,22.1,41.0,29.4,74.5,10.8,2024
GANGANAGAR,335038,1,12.8,34.7,174.7,29.7,7.2,2024
GANGANAGAR,335038,2,11.3,36.5,42.4,29.3,9.0,2024
GANGANAGAR,335038,3,16.5,27.9,58.8,33.8,6.8,2024
GANGANAGAR,335038,4,19.9,31.5,141.3,60.4,8.5,2024
GANGANAGAR,335038,5,16.6,33.2,136.7,40.0,7.6,2024
GANGANAGAR,335038,6,14.2,41.2,160.1,45.8,9.3,2024
GANGANAGAR,335038,7,18.4,40.4,36.8,85.2,10.7,2024
GANGANAGAR,335038,8,15.2,29.5,70.5,79.3,11.6,2024
GANGANAGAR,335038,9,24.0,37.3,25.2,79.7,7.7,2024
GANGANAGAR,335038,10,23.8,29.9,108.2,60.4,10.5,2024
GANGANAGAR,335038,11,17.5,44.8,58.5,80.7,11.3,2024
GANGANAGAR,335038,12,14.9,44.0,137.8,74.5,6.7,2024
GANGANAGAR,335039,1,21.1,36.3,0.1,86.7,9.5,2024
GANGANAGAR,335039,2,10.6,39.0,11.9,24.5,9.7,2024
GANGANAGAR,335039,3,17.1,41.0,86.5,22.0,7.6,2024
GANGANAGAR,335039,4,15.0,39.4,191.6,32.3,6.1,2024
GANGANAGAR,335039,5,23.8,39.0,178.2,85.0,7.5,2024
GANGANAGAR,335039,6,10.2,44.2,198.8,62.4,9.5,2024
GANGANAGAR,335039,7,18.3,36.9,83.4,49.8,7.2,2024
GANGANAGAR,335039,8,21.1,37.7,9.3,55.9,7.7,2024
GANGANAGAR,335039,9,17.3,42.0,61.2,78.1,10.2,2024
GANGANAGAR,335039,10,11.3,38.4,135.2,85.0,8.4,2024
GANGANAGAR,335039,11,24.6,39.7,27.0,71.1,6.4,2024
GANGANAGAR,335039,12,17.8,29.7,60.0,73.2,8.4,2024
GANGANAGAR,335040,1,19.2,32.4,11.2,42.4,12.0,2024
GANGANAGAR,335040,2,13.5,27.9,95.0,52.7,7.6,2024
GANGANAGAR,335040,3,17.3,35.1,41.8,82.0,7.6,2024
GANGANAGAR,335040,4,16.4,34.1,18.2,75.0,7.0,2024
